text,category,date,link
"Joseph Gordon Levitt & 'Don Jon's Addiction': Actor's Latest Project Is Raunchy. Julianne Moore plays the film's most unexpected character, a middle-aged pot-smoking student at the night school Barbara [Category: ENTERTAINMENT, Date: 2013-01-19]",ENTERTAINMENT,2013-01-19,https://www.huffingtonpost.com/entry/joseph-gordon-levitt-don-jons-addiction_us_5bb41302e4b066f8d2545166
"Fashion Week Live Blog: Everything That's Happening At Day 4 Of NYFW Fall 2014. Yeah, we know it's Sunday, but more importantly, it's Day 4 of New York Fashion Week. If you're having a hard time keeping [Category: STYLE & BEAUTY, Date: 2014-02-09]",STYLE & BEAUTY,2014-02-09,https://www.huffingtonpost.com/entry/fashion-week-live-blog_us_5b9dd35ee4b03a1dcc8d62d8
"Bob Woodward's Problems With Hillary Clinton Definitely Aren't Sexist, No Sir. He just wishes she would stop shouting. [Category: MEDIA, Date: 2016-02-03]",MEDIA,2016-02-03,https://www.huffingtonpost.com/entry/bob-woodward-hillary-clinton_us_56b21b55e4b08069c7a59b98
"Hotel Suites Good Enough For The President (PHOTOS). The commander-in-chief checks in and out of rooms across the globe, but only a few stateside properties have made the White House staff repeat customers -- check out these 13 hotels fit for a president. [Category: TRAVEL, Date: 2012-09-21]",TRAVEL,2012-09-21,https://www.huffingtonpost.com/entry/hotel-suites-good-enough_us_5b9c4fb6e4b03a1dcc7db8b9
"John Corbett, Actor From 'Sex And The City,' Looks Very Different (PHOTOS). John's blonde hair, soul patch and mustache are quite a far cry from Aidan's low-maintenance vibe. What would Carrie think [Category: STYLE & BEAUTY, Date: 2013-05-10]",STYLE & BEAUTY,2013-05-10,https://www.huffingtonpost.com/entry/john-corbett-actor-sex-and-the-city_us_5b9d26ade4b03a1dcc84ecd6
"Michelle Duggar: 'Each Child Is A Gift From God'. She says their daughter, Jill, gets it completely. ""When you have more people in the family, there is that many more people [Category: PARENTING, Date: 2013-10-11]",PARENTING,2013-10-11,https://www.huffingtonpost.com/entry/19-kids-and-counting_us_5b9d9402e4b03a1dcc89be9e
"HUFFPOLLSTER: Weekend Polls Show Hillary Clinton Leading An Increasingly Tight Race. One big question is how much voter enthusiasm will matter. [Category: POLITICS, Date: 2016-09-12]",POLITICS,2016-09-12,https://www.huffingtonpost.com/entry/polls-clinton-leading-tight-race_us_57d69c87e4b00642712e3896
"Packers Block Punt, Ravens Get First Down Out Of It (GIF). Usually, it's a good thing when a team blocks a punt. But wasn't the case when the Packers blocked a punt from Ravens punter [Category: SPORTS, Date: 2013-10-13]",SPORTS,2013-10-13,https://www.huffingtonpost.com/entry/packers-block-punt-ravens-first-down-gif_us_5bb715cde4b097869fd42135
"Friday Talking Points -- Liar, Liar!. President Donald Trump and former F.B.I. chief James Comey engaged this week in an extended game of ""Liar, liar!"" Or, more [Category: POLITICS, Date: 2017-06-10]",POLITICS,2017-06-10,https://www.huffingtonpost.com/entry/friday-talking-points-liar-liar_us_593b465be4b094fa859f1875
"RMS St. Helena, Last of the Storied Royal Mail Ships:  Getting Really, Truly, Terminally Away From It All on the Looney Front (Part 3). Once they proudly sailed the seven seas, mighty traveling hotels, carrying both passengers and cargo to the furthest outposts of the British Empire, earning their prestigious title of RMS (Royal Mail Ship) by dint of carrying His or Her Britannic Majesty's mail to his or her farthest-flung subjects. [Category: TRAVEL, Date: 2014-12-15]",TRAVEL,2014-12-15,https://www.huffingtonpost.com/entry/rms-st-helena-last-of-the_b_6281038.html
"10 Worst Provisions In The Republican Appropriations Bill. Last week, Democratic leaders in Congress negotiated with President Trump to ensure that our government stays fully funded [Category: POLITICS, Date: 2017-09-14]",POLITICS,2017-09-14,https://www.huffingtonpost.com/entry/10-worst-provisions-in-the-republican-appropriations_us_59ba9215e4b0390a1564db62
"The Best Hotel Coffee Bars Across The U.S. (PHOTOS). We've found five of the best hotel coffee bars across the states so you can get that jolt you need without having to leave your hotel. [Category: TRAVEL, Date: 2012-10-29]",TRAVEL,2012-10-29,https://www.huffingtonpost.com/entry/the-best-hotel-coffee-bars_us_5b9c6ee0e4b03a1dcc7e97b2
"The Battle of Identities and Presidential Elections in the Arab Region.  [Category: WORLDPOST, Date: 2014-04-18]",WORLDPOST,2014-04-18,https://www.huffingtonpost.com/entry/the-battle-of-identities_b_5171526.html
"Chipotle's Paid Sick Leave Has Nothing To Do With Its Food Safety Crisis. It's still a great move, though. [Category: BUSINESS, Date: 2016-01-21]",BUSINESS,2016-01-21,https://www.huffingtonpost.com/entry/chipotle-paid-sick-leave_us_56a11964e4b076aadcc582fa
"Dylan, Autism and the Butterfly Effect. Is it unreasonable to imagine that a child or children in one part of the world may be helped, simply because one person in another part of the world decided to run a few miles? [Category: IMPACT, Date: 2015-04-06]",IMPACT,2015-04-06,https://www.huffingtonpost.com/entry/dylan-autism-and-the-butterfly-effect_b_7000056.html
"Funky Freebies And Looney Loaners: The 7 Most Interesting Amenities We've Seen (PHOTOS). When you're shelling out hard-earned cash for your hotel room, it's nice when the hotel recognizes that and throws in some perks ""just because."" [Category: TRAVEL, Date: 2013-04-04]",TRAVEL,2013-04-04,https://www.huffingtonpost.com/entry/most-interesting-hotel-amenities_us_5b9cd6cbe4b03a1dcc824c27
"You Don't Need Rose-Colored Glasses: 5 Realistic Tips to Be More Positive. I used to look at people like that with a mixture of admiration and annoyance. Then one day I asked myself, what are they doing that is different? [Category: BUSINESS, Date: 2015-07-01]",BUSINESS,2015-07-01,https://www.huffingtonpost.com/entry/you-dont-need-rosecolored_b_7701686.html
"Uber, Waymo Reach Settlement In Bitter Legal Dispute. Uber had been accused of stealing trade secrets from Waymo. [Category: BUSINESS, Date: 2018-02-09]",BUSINESS,2018-02-09,https://www.huffingtonpost.com/entry/uber-waymo-settlement_us_5a7dc809e4b044b3821ccbc7
"Scott Pruitt Got 24/7 Security From Day 1 At EPA, New Documents Show. The EPA had justified Pruitt's expensive security as a response to threats. New emails appear to cast further doubt on the claim. [Category: POLITICS, Date: 2018-05-15]",POLITICS,2018-05-15,https://www.huffingtonpost.com/entry/scott-pruitt-security-epa_us_5afaaee1e4b0200bcab89d80
"Romantic Honeymoon Hotels around the World (PHOTOS). Honeymoons must be two things: romantic and memorable. Any old trip to the beach is simply not going to suffice for a couple's post-nuptial getaway. [Category: TRAVEL, Date: 2013-03-24]",TRAVEL,2013-03-24,https://www.huffingtonpost.com/entry/romantic-honeymoon-hotels_us_5b9cf542e4b03a1dcc834709
"An Honest Customs Declaration Form. Whether you're traveling with immediate family members or not, you'd better fill out at least three or four extra copies [Category: TRAVEL, Date: 2012-06-20]",TRAVEL,2012-06-20,https://www.huffingtonpost.com/entry/an-honest-customs-declaration-form_us_5b9bdecde4b03a1dcc7adcae
"Easter Cheese Crescia. I collected this recipe from scraps found in my grandma's old notebook, which had been buried in a closet for several years. [Category: TASTE, Date: 2014-04-18]",TASTE,2014-04-18,https://www.huffingtonpost.com/entry/easter-cheese-crescia_b_5170747.html
"5 Boutique Hotels With Sex Appeal (PHOTOS). We picked our favorite boutiques that have all the necessary trappings for romance. [Category: TRAVEL, Date: 2013-02-27]",TRAVEL,2013-02-27,https://www.huffingtonpost.com/entry/5-boutique-hotels-sexy_us_5b9cdcb9e4b03a1dcc82833c
"One Formula to Lead and Live Better: 75+/25-. We've all heard about the ""power of positive thinking,"" but flick on the news, and you'll see the world seems to prefer tuning in to the negative most of the time.  Where's the good stuff? The answer: It's everywhere.  It's free of charge, too. [Category: BUSINESS, Date: 2014-09-18]",BUSINESS,2014-09-18,https://www.huffingtonpost.com/entry/one-formula-to-lead-and-l_b_5844908.html
"Chris Hayes Demands Donald Trump Resign With Damning Review Of His Presidency. It is “an urgent matter of public health” that Trump quits, the MSNBC host said. [Category: POLITICS, Date: 2020-06-27]",POLITICS,2020-06-27,https://www.huffpost.com/entry/chris-hayes-donald-trump-resign-coronavirus-pandemic_n_5ef6e9c7c5b6acab2841f81f
"Naked Drunk Driver Crashes Car While Having Sex At The Wheel, Police Say. An infant was in the vehicle's backseat at the time, according to authorities. [Category: CRIME, Date: 2017-11-25]",CRIME,2017-11-25,https://www.huffingtonpost.com/entry/naked-man-crashes-car-sex-la-grande-washington_us_5a19574fe4b0d4906caf01b1
"Vaccine of Hope. ""We have developed a vaccine to prevent breast cancer!""  No, you're not seeing things. These were the exact words expressed by Dr. Vincent Tuohy, immunologist at the Cleveland Clinic, who announced the development of his breakthrough breast cancer vaccine earlier this month. [Category: WELLNESS, Date: 2013-04-30]",WELLNESS,2013-04-30,https://www.huffingtonpost.com/entry/breast-cancer-vaccine_us_5b9d10f5e4b03a1dcc843bd6
"Patricia Smith Sentenced To 78 Months After Embezzling More Than $10 Million. Steven Balmer, in a report for Traveler's Insurance, explains, ""Employees may be motivated by events going on in their own [Category: MONEY, Date: 2012-06-21]",MONEY,2012-06-21,https://www.huffingtonpost.com/entry/patricia-smith-embezzlement-acura_us_5b9be152e4b03a1dcc7aeeb4
"Dustin Lance Black Has Great Reply After Being Told Two Men Shouldn't Raise Kids. The Oscar winner stayed calm, cool and collected. [Category: QUEER VOICES, Date: 2018-04-02]",QUEER VOICES,2018-04-02,https://www.huffingtonpost.com/entry/dustin-lance-black-surrogacy-response_us_5ac242b1e4b0f112dc9de8f9
"Noah Syndergaard Just Sent A Trump-Bashing Tweet About Hurricanes. ""Stick to baseball,"" one commenter sniped. [Category: SPORTS, Date: 2017-09-19]",SPORTS,2017-09-19,https://www.huffingtonpost.com/entry/noah-syndergaard-trump-hurricanes_us_59c0e998e4b087fdf507ba5c
"Cadbury Eggs vs. Peeps: Which Is Better? (POLL). This is not so much a question of which came first, but more so of which is better -- the chick(en) or the egg? We're not [Category: FOOD & DRINK, Date: 2012-04-06]",FOOD & DRINK,2012-04-06,https://www.huffingtonpost.com/entry/cadbury-eggs-vs-peeps_us_5b9b89cae4b03a1dcc7870fa
"Floyd Mayweather Jr.'s Girlfriend: Miss Shantel Jackson Wears Revealing Dress To Fight (VIDEO). WATCH VIDEO ABOVE Of course, it is a previous flame of Floyd's that will have him back in the headlines in a few weeks. Mayweather [Category: SPORTS, Date: 2012-05-06]",SPORTS,2012-05-06,https://www.huffingtonpost.com/entry/floyd-mayweather-girlfriend-miss-shantel-jackson-video_us_5bb6a0fae4b097869fd2043e
"Festive Foods: What The World Eats At The Holidays. Celebration is in the air around the world as the year comes to an end. And with every family gathering, religious ritual [Category: TRAVEL, Date: 2012-12-18]",TRAVEL,2012-12-18,https://www.huffingtonpost.comhttp://www.fodors.com/news/holiday-foods-around-the-world-6267.html?ref=twt_fd_huffpo6267
"Saudi Crapshoot in Yemen. While all eyes are on Syria and Iraq, another intervention is taking place in Yemen. The coalition involved here is more of an understanding than a military pact, but it is proving to be just as effective. [Category: WORLDPOST, Date: 2014-09-28]",WORLDPOST,2014-09-28,https://www.huffingtonpost.com/entry/saudi-high-risk-bet-in-ye_b_5895984.html
"'Say Yes To The Dress' Is Addictive Even Though I Am Already Married. This summer, I have spent more hours than I care to count watching Say Yes to the Dress""  even though I am not getting married,and if I were, the likelihood of me spending several thousand dollars on a dress is pretty nil. So, I feel as if I am a surprising audience for this TV show that centers around extravagant wedding gowns. [Category: STYLE & BEAUTY, Date: 2012-07-23]",STYLE & BEAUTY,2012-07-23,https://www.huffingtonpost.com/entry/say-yes-to-the-dress-watching-tv_us_5b9c0460e4b03a1dcc7bc9fb
"9 Cheeses We Would Happily Marry, If That Was Allowed. In sickness, and in health, for the rest of our lives. [Category: FOOD & DRINK, Date: 2013-10-10]",FOOD & DRINK,2013-10-10,https://www.huffingtonpost.com/entry/cheese-marry_us_5b9d96bee4b03a1dcc89d90d
"Paula Deen: Weight Loss Was A Family Affair. Together, the four have lost 178 pounds total. Deen's husband, Michael Groover, is down 60 pounds, according to People, while [Category: WELLNESS, Date: 2013-01-24]",WELLNESS,2013-01-24,https://www.huffingtonpost.com/entry/paula-deen-weight-loss-family_us_5b9cbfd0e4b03a1dcc8177c1
"Big Pharma Says It Offers Cheap Vaccines For Refugees, But It’s Not Completely True. Doctors Without Borders is petitioning Pfizer and GlaxoSmithKline to lower the prices on the shots. [Category: IMPACT, Date: 2016-08-05]",IMPACT,2016-08-05,https://www.huffingtonpost.com/entry/pharmaceutical-companies-are-price-gouging-vaccines-for-refugees-aid-group_us_57a3950ee4b03ba68011b5a1
"'Milk In My Sippy Cup': Pint-Sized Kid Stars In Adorable Rap Video. A little boy in a striped shirt, a blue hat, and loose-fitting pants potters around his yard, playing with a yellow ball [Category: PARENTING, Date: 2012-06-19]",PARENTING,2012-06-19,https://www.huffingtonpost.com/entry/milk-in-my-sippy-cup-kid-rap_us_5b9bdee6e4b03a1dcc7add3c
"Recordings Released From The Day Michael Brown Was Shot.  [Category: BLACK VOICES, Date: 2014-11-15]",BLACK VOICES,2014-11-15,https://www.huffingtonpost.com/entry/darren-wilson-video-radio_n_6161930.html
"Customer Gives Mega Tip So Single Dad Can Get Dental Work, Reason To Smile.  [Category: GOOD NEWS, Date: 2015-03-10]",GOOD NEWS,2015-03-10,https://www.huffingtonpost.com/entry/brian-maixner-kansas-diner_n_6833460.html
"Ex-Sheriff David Clarke Faces Trial Over Facebook Taunts Against Plane Passenger. A federal judge said Clarke's posts were an issue of possible ""First Amendment retaliation."" [Category: POLITICS, Date: 2018-01-07]",POLITICS,2018-01-07,https://www.huffingtonpost.com/entry/david-clarke-facebook-taunts-trial_us_5a515d3be4b003133ec85026
"New Poll Shows Donald Trump, Jeb Bush In Dead Heat.  [Category: POLITICS, Date: 2015-07-11]",POLITICS,2015-07-11,https://www.huffingtonpost.com/entry/donald-trump-jeb-bush-2016_n_7775390.html
"Getting 'The Bird' From a Bird. Filming with animals can be a lot more complicated than filming with people and it takes a lot more preparation than one might think.  One wants it to go well, so one can never be prepared enough. [Category: ENTERTAINMENT, Date: 2015-03-03]",ENTERTAINMENT,2015-03-03,https://www.huffingtonpost.com/entry/getting-the-bird-from-a-bird_b_6794938.html
"Bill Would Turn Veteran Bars Into Wellness Centers. ""When you look at some of the struggles our veterans are dealing with, the suicide rates, it just is common sense,"" says Rep. Glenn Thompson (R-Pa.). [Category: POLITICS, Date: 2015-11-10]",POLITICS,2015-11-10,https://www.huffingtonpost.com/entry/bill-vet-bars-wellness-centers_us_5640fd44e4b0307f2cae7610
"HuffPost Rise: What You Need To Know On June 9. Welcome to the HuffPost Rise Morning Newsbrief, a short wrap-up of the news to help you start your day. [Category: POLITICS, Date: 2016-06-09]",POLITICS,2016-06-09,https://www.huffingtonpost.com/entry/huffpost-rise-morning-newsbrief-june-9_us_575913a1e4b00f97fba74bfc
"Trump's Legacy: 2 Impeachments, An Insurrection, Countless Lies And Corruption. Donald Trump called everything he did, from his election to his trade deals, ""historic."" But his last months in office finally make that claim correct. [Category: POLITICS, Date: 2021-01-17]",POLITICS,2021-01-17,https://www.huffpost.com/entry/trump-legacy-impeachment-insurrection-lies-corruption_n_6001ff22c5b6efae62f88bd4
"This Sad Version Of The Toys R Us Jingle Will Hit You Where It Hurts. Sniff. [Category: BUSINESS, Date: 2018-03-16]",BUSINESS,2018-03-16,https://www.huffingtonpost.com/entry/toys-r-us-jingle-minor-key_us_5aab60b0e4b0337adf82a87b
"The Past, Neat or On The Rocks: Glenfiddich Recreates a Seminal Single Malt.  [Category: TASTE, Date: 2014-12-30]",TASTE,2014-12-30,https://www.huffingtonpost.com/entry/the-past-neat-or-on-the-r_b_6397172.html
"Federal Requests For Patient Info Raise Red Flags In States That Allow Medical Pot Use. ""With the anti-marijuana rhetoric coming from the Trump administration’s Department of Justice, you do have to wonder what the true motivation is here.” [Category: POLITICS, Date: 2017-09-12]",POLITICS,2017-09-12,https://www.huffingtonpost.com/entry/federal-requests-for-patient-info-raise-red-flags-in-states-that-allow-medical-pot-use_us_59b85c78e4b0edff97175dea
"Prep School Sexual Assault Convict Owen Labrie Sent To Prison. The case exposed a tradition of sexual abuse at the prestigious school. [Category: CRIME, Date: 2016-03-19]",CRIME,2016-03-19,https://www.huffingtonpost.com/entry/prep-school-owen-labrie-prison_us_56edaac2e4b084c672207223
"Bombs Kill At least 12, Wound Dozens At Pakistan Court. The attacks occurred hours after militants killed two people in a Christian neighborhood in the same region. [Category: THE WORLDPOST, Date: 2016-09-03]",THE WORLDPOST,2016-09-03,https://www.huffingtonpost.com/entry/pakistan-peshawar-bombings-christians_us_57cacea5e4b0a22de0963177
"'Max' Is a Weeper and a Keeper. ""Max"" is a family film, and it is all about the dog. This movie follows in a long line of dog movies such as ""Lassie,"" ""A Dog of Flanders,"" ""Old Yeller,"" ""Rin Tin Tin"" and many, many more. When you place the camera squarely on a four footed hairy creature who barks then you know chances are good you have yourself a hit. [Category: ENTERTAINMENT, Date: 2015-06-27]",ENTERTAINMENT,2015-06-27,https://www.huffingtonpost.com/entry/max-is-a-weeper-and-a-kee_b_7679676.html
"Privacy. In a recent essay in a New York Times column titled -- ironically, to my ear --""Private Lives,"" a woman discussed her ""virginity [Category: WELLNESS, Date: 2014-04-05]",WELLNESS,2014-04-05,https://www.huffingtonpost.com/entry/privacy_us_5b9df5c8e4b03a1dcc8f8eb2
"Katie Holmes Divorce: Suri And Mom Fly Commercial (VIDEO). Much has been made of the dissolution of Katie Holmes and Tom Cruises' 5-year marriage, but very few pundits guessed it might [Category: TRAVEL, Date: 2012-07-26]",TRAVEL,2012-07-26,https://www.huffingtonpost.com/entry/katie-holmes-divorce-suri_us_5b9c0c42e4b03a1dcc7bfe9b
"Dr. Pat Consults: Alzheimer's Disease Awareness Month. To help a patient talk to her sister about her health and risk of Alzheimer's, I've enlisted the advice of neurologist Joseph Safdieh. [Category: WELLNESS, Date: 2012-11-21]",WELLNESS,2012-11-21,https://www.huffingtonpost.com/entry/alzheimers-disease_us_5b9c894ee4b03a1dcc7f8fc2
"Check Cashiers, Banks Prepare for Paperless Future. HuffPost Live will be taking a comprehensive look at the persistence of poverty in America Aug. 29 and Sept. 5 from 12-4 [Category: MONEY, Date: 2012-08-29]",MONEY,2012-08-29,https://www.huffingtonpost.com/entry/check-cashiers-paperless-future_us_5b9c314fe4b03a1dcc7cfb2c
"Spider-Man Plays Pick-Up Basketball With Kids. Once again, Professor Live decided that if Spider-Man played basketball with some city kids, it'd be a blast. Guess what [Category: COMEDY, Date: 2013-09-01]",COMEDY,2013-09-01,https://www.huffingtonpost.com/entry/spider-man-pick-up-basketball_us_5bad27d4e4b04234e8575a78
"Saudi Arabia's Public Cinema Ban Lifts With A Showing Of 'Black Panther'. The push for public theaters is part of Crown Prince Mohammed bin Salman's larger package of economic and social reforms. [Category: WORLD NEWS, Date: 2018-04-19]",WORLD NEWS,2018-04-19,https://www.huffingtonpost.com/entry/saudi-arabia-black-panther-screening_us_5ad8e314e4b03c426dac7b99
"Melanie Brown, AKA 'Scary Spice,' Teaches Us Some Valuable Fashion Lessons (PHOTOS). Want more? Be sure to check out HuffPost Style on Twitter, Facebook, Tumblr, Pinterest and Instagram at @HuffPostStyle. See [Category: STYLE & BEAUTY, Date: 2013-05-29]",STYLE & BEAUTY,2013-05-29,https://www.huffingtonpost.com/entry/melanie-brown-scary-spice_us_5b9d32d9e4b03a1dcc856cdb
"Omarosa Manigault Newman Says She Was Shunned At 'Plantation' White House Because She Was Black. Now she's considering writing a tell-all book about it. [Category: POLITICS, Date: 2018-02-26]",POLITICS,2018-02-26,https://www.huffingtonpost.com/entry/omarosa-says-leaving-white-house-like-leaving-plantation_us_5a9389a1e4b03b55731d86a7
"Donald Trump Campaigns In Crucial Battleground Of Washington, D.C.. If you can call plugging his new hotel ""campaigning."" [Category: POLITICS, Date: 2016-10-26]",POLITICS,2016-10-26,https://www.huffingtonpost.com/entry/donald-trump-hotel-washington_us_5810ecdfe4b02b1d9e6441d4
"MIT Announces 'Action Plan' To Combat Global Warming. BOSTON (AP) -- The Massachusetts Institute of Technology announced a five-year plan Wednesday to combat climate change but [Category: COLLEGE, Date: 2015-10-21]",COLLEGE,2015-10-21,https://www.huffingtonpost.com/entry/mit-action-plan-global-warming_us_5627eb62e4b02f6a900f69dd
"James Corden Knows How To Make Donald Trump Face His Own Words. This is how everyone should interview the president. [Category: ENTERTAINMENT, Date: 2017-03-23]",ENTERTAINMENT,2017-03-23,https://www.huffingtonpost.com/entry/james-corden-has-a-carpool-karaoke-level-strategy-for-trump-interview_us_58d3cd42e4b0b22b0d1a4f26
"Congress Sends Trump Legislation For Disaster Aid And Debt Limit Increase. Trump is expected to promptly sign the measure into law. [Category: POLITICS, Date: 2017-09-08]",POLITICS,2017-09-08,https://www.huffingtonpost.com/entry/congress-sends-trump-legislation-for-disaster-aid-and-debt-limit-increase_us_59b2addce4b0dfaafcf79700
"Ryan Murphy's Inclusive, History-Making Series 'Pose' Hits FX Next Summer. The '80s-themed musical boasts a record number of trans series regulars for a scripted show. [Category: QUEER VOICES, Date: 2017-12-27]",QUEER VOICES,2017-12-27,https://www.huffingtonpost.com/entry/ryan-murphy-pose-fx_us_5a441d68e4b025f99e198fcb
"Mike Huckabee Suspends 2016 Presidential Campaign. He entered the race May 5. [Category: POLITICS, Date: 2016-02-02]",POLITICS,2016-02-02,https://www.huffingtonpost.com/entry/mike-huckabee-2016_us_560bf437e4b0768126fff8de
